#,Product,KIT SKU,KIT Name,Ingredient,Qty,UOM,Type
51,Chocolate Bento Cake,KIT042,Chocolate Bento Cake ( CF) — kit,Rich Topping White Cream,80,gram,INGREDIENT
52,Chocolate Berry Bento Cake,KIT043,Chocolate Berry Bento Cake (CF) — kit,Raspberry Chocolate,5,gram,INGREDIENT
52,Chocolate Berry Bento Cake,KIT043,Chocolate Berry Bento Cake (CF) — kit,Topfill Strawberry,31.09,gram,INGREDIENT
52,Chocolate Berry Bento Cake,KIT043,Chocolate Berry Bento Cake (CF) — kit,Rich Topping White Cream,40,gram,INGREDIENT
52,Chocolate Berry Bento Cake,KIT043,Chocolate Berry Bento Cake (CF) — kit,Bento Cake Base (Pcs),1,count,PACKAGING
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Raspberry Chocolate,7,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Van Houten Dark Chocolate (46.5%),109,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Milk,62,ml,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Fresh Cream,70,ml,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Delta Fruit Of Forest Iqf,60,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Delecta Mousse Mix,62,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Van Houtan Milk Chocolate,28,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Delta Cb Paillete Feuilletine,20,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Cocoa Butter,7,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Unsalted Butter,26,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Nutella (null),20,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Rich Topping White Cream,94,gram,INGREDIENT
53,Chocolate Berry Cake,KIT044,Chocolate Berry Mousse Cake — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
54,Chocolate Chip Cake (500 gm),KIT045,Chocolate Chip Cake(Cf) — kit,White Compound,66,gram,INGREDIENT
54,Chocolate Chip Cake (500 gm),KIT045,Chocolate Chip Cake(Cf) — kit,Choco Chips,770,gram,INGREDIENT
54,Chocolate Chip Cake (500 gm),KIT045,Chocolate Chip Cake(Cf) — kit,Glaze Neutral,33,gram,INGREDIENT
54,Chocolate Chip Cake (500 gm),KIT045,Chocolate Chip Cake(Cf) — kit,Dark Compound,11,gram,INGREDIENT
54,Chocolate Chip Cake (500 gm),KIT045,Chocolate Chip Cake(Cf) — kit,Rich Topping White Cream,110,gram,INGREDIENT
54,Chocolate Chip Cake (500 gm),KIT045,Chocolate Chip Cake(Cf) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
55,Chocolate Chip Pastry,KIT046,Chocolate Chip Pastry(Cf) — kit,Choco Chips,81,gram,INGREDIENT
55,Chocolate Chip Pastry,KIT046,Chocolate Chip Pastry(Cf) — kit,Glaze Neutral,120.49,gram,INGREDIENT
55,Chocolate Chip Pastry,KIT046,Chocolate Chip Pastry(Cf) — kit,Rich Topping White Cream,684,gram,INGREDIENT
56,Chocolate Hazelnut Caramel Jar Cake,KIT047,Chocolate Hazelnut Caramel Jar(Cf) — kit,Hazelnuts,17,gram,INGREDIENT
56,Chocolate Hazelnut Caramel Jar Cake,KIT047,Chocolate Hazelnut Caramel Jar(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
57,Chocolate Jar Cake (180 ML),KIT049,Chocolate Jar Cake(Cf) — kit,Dark Compound,2,gram,INGREDIENT
57,Chocolate Jar Cake (180 ML),KIT049,Chocolate Jar Cake(Cf) — kit,Salsa Jar 200 ml (Pcs),6,count,PACKAGING
58,Chocolate Jar Cake (350 ml) (350 ML),KIT048,Chocolate Jar Cake (350 Ml) (Cf) (350 ML) — kit,Dark Compound,2,gram,INGREDIENT
58,Chocolate Jar Cake (350 ml) (350 ML),KIT048,Chocolate Jar Cake (350 Ml) (Cf) (350 ML) — kit,Salsa Jar 350 ml (Pcs),6,count,PACKAGING
59,Chocolate Sugar Free Cake,KIT052,Chocolate Sugar Free Cake (DR) — kit,Almond Flex,18.25,gram,INGREDIENT
59,Chocolate Sugar Free Cake,KIT052,Chocolate Sugar Free Cake (DR) — kit,Cornflex,26.25,gram,INGREDIENT
59,Chocolate Sugar Free Cake,KIT052,Chocolate Sugar Free Cake (DR) — kit,Sugar free Dark Compound,37.5,gram,INGREDIENT
59,Chocolate Sugar Free Cake,KIT052,Chocolate Sugar Free Cake (DR) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Coconut Milk Powder,10,gram,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Fresh Cream,33,ml,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Milk,83,ml,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Rich Wilber 35% Dairy Cream,5.2,gram,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Milk Maid,17,gram,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Sugar,3,gram,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Rich Topping White Cream,5.2,gram,INGREDIENT
61,Coconut Tres Leches,KIT053,Coconut Tres Leches(Cf) — kit,Acrylic Dessert Cup 95*95*62 (Pcs),1,count,PACKAGING
62,Coffee Cup Cake,KIT054,Coffee Cup Cake(Cf) — kit,Nescafe Classic,12,gram,INGREDIENT
62,Coffee Cup Cake,KIT054,Coffee Cup Cake(Cf) — kit,Dark Compound,16,gram,INGREDIENT
62,Coffee Cup Cake,KIT054,Coffee Cup Cake(Cf) — kit,Rich Topping White Cream,114,gram,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Fresh Cream,11.8,ml,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Milk Cake,30,gram,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Van Houtan Milk Chocolate,17.7,gram,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Nescafe Classic,1,gram,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Glaze Neutral,2,gram,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Rich Topping White Cream,20,gram,INGREDIENT
63,Coffee Milk Chocolate Tub,KIT055,Coffee Milk Chocolate Tub (DR) — kit,Crystal Box (Pcs),1,count,PACKAGING
65,Crunchy Biscuit Cheesecake Slice,KIT056,Crunchy Biscuit Cheesecake Slice(Dr) — kit,Biscuit Crunch,100,gram,INGREDIENT
67,Dense Loaf Tea Cake (300 gm),KIT058,Dense Loaf Tea Cake(Pc) (300 GM) — kit,Premix-Chocolate Tea Cake,161.02,gram,INGREDIENT
67,Dense Loaf Tea Cake (300 gm),KIT058,Dense Loaf Tea Cake(Pc) (300 GM) — kit,Van Houten Dark Chocolate (46.5%),106.3,gram,INGREDIENT
67,Dense Loaf Tea Cake (300 gm),KIT058,Dense Loaf Tea Cake(Pc) (300 GM) — kit,Unsalted Butter,41,gram,INGREDIENT
67,Dense Loaf Tea Cake (300 gm),KIT058,Dense Loaf Tea Cake(Pc) (300 GM) — kit,Milk,64.4,ml,INGREDIENT
67,Dense Loaf Tea Cake (300 gm),KIT058,Dense Loaf Tea Cake(Pc) (300 GM) — kit,Refined Oil,8,ml,INGREDIENT
69,Doughnut (Pack of 6),KIT059,Doughnut — kit,Color-Pink,0.02,ml,INGREDIENT
69,Doughnut (Pack of 6),KIT059,Doughnut — kit,White Compound,30,gram,INGREDIENT
69,Doughnut (Pack of 6),KIT059,Doughnut — kit,Vanleer Milk Compound,38,gram,INGREDIENT
69,Doughnut (Pack of 6),KIT059,Doughnut — kit,Dark Compound,32,gram,INGREDIENT
69,Doughnut (Pack of 6),KIT059,Doughnut — kit,Color-Purple,0.02,ml,INGREDIENT
70,Dream Cake (500 gm),KIT060,Dream Cake(Cf)  (500 GM) — kit,Vanleer Milk Compound,50,gram,INGREDIENT
70,Dream Cake (500 gm),KIT060,Dream Cake(Cf)  (500 GM) — kit,Cocoa Powder,5,gram,INGREDIENT
70,Dream Cake (500 gm),KIT060,Dream Cake(Cf)  (500 GM) — kit,Rich Topping White Cream,106,gram,INGREDIENT
70,Dream Cake (500 gm),KIT060,Dream Cake(Cf)  (500 GM) — kit,Bakingo Plum Cake (400 gm) Tin Box (Pcs),1,count,PACKAGING
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Water,50,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Golden Dust (Pcs),0,count,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Fresh Cream,28.2,ml,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Kunafa Dough,60.5,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Corn Flour,3.75,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Vanleer Milk Compound,44,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Milk Powder,5,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Sugar Icing,12.5,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Dark Compound,77.5,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Pistachio Paste,70.5,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Milk Maid,17.99,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Pista,4.75,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Delecta Cream Cheese,25.51,gram,INGREDIENT
71,Dubai Kunafa Dream Cake,KIT061,Dubai Kunafa Dream Cake (DR) — kit,Bakingo Plum Cake (400 gm) Tin Box (Pcs),1,count,PACKAGING
72,Eggless Almond Chocolate Barks (100g),KIT001,Almond Chocolate Caramel Bark(CF) — kit,Unsalted Butter,6.18,gram,INGREDIENT
72,Eggless Almond Chocolate Barks (100g),KIT001,Almond Chocolate Caramel Bark(CF) — kit,Salt,0.53,gram,INGREDIENT
72,Eggless Almond Chocolate Barks (100g),KIT001,Almond Chocolate Caramel Bark(CF) — kit,Sugar Breakfast,26.88,gram,INGREDIENT
72,Eggless Almond Chocolate Barks (100g),KIT001,Almond Chocolate Caramel Bark(CF) — kit,Almond-Small Diced,26.88,gram,INGREDIENT
72,Eggless Almond Chocolate Barks (100g),KIT001,Almond Chocolate Caramel Bark(CF) — kit,Dark Compound,47,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Salt,2,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Vanleer Milk Compound,1.84,kg,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Delta Cb Paillete Feuilletine,125,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Hazelnuts,1.12,kg,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Dark Compound,125,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Refined Oil,100,ml,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Salt,2,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Vanleer Milk Compound,1.59,kg,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Almond,1.12,kg,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Delta Cb Paillete Feuilletine,125,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Dark Compound,375,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Refined Oil,100,ml,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Raspberry Chocolate,575,gram,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,White Compound,1.29,kg,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Cashew Butter,1.25,kg,INGREDIENT
73,Eggless Choco Praline Box (9 Pieces),KIT075,Hazelnut Praline Sweets — kit,Refined Oil,100,ml,INGREDIENT
74,Eggless Kitkat Brownie,KIT062,Eggless Kitkat Brownie — kit,Kitkat Bits,270,gram,INGREDIENT
74,Eggless Kitkat Brownie,KIT062,Eggless Kitkat Brownie — kit,Delta Cb Paillete Feuilletine,270,gram,INGREDIENT
74,Eggless Kitkat Brownie,KIT062,Eggless Kitkat Brownie — kit,Dark Compound,540,gram,INGREDIENT
75,Eggless Milk Chocolate Cake (500 gm),KIT063,Eggless Milk Chocolate Cake (500gm) (CF) — kit,Vanleer Milk Compound,10,gram,INGREDIENT
75,Eggless Milk Chocolate Cake (500 gm),KIT063,Eggless Milk Chocolate Cake (500gm) (CF) — kit,Rich Topping White Cream,13,gram,INGREDIENT
75,Eggless Milk Chocolate Cake (500 gm),KIT063,Eggless Milk Chocolate Cake (500gm) (CF) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
76,Father'S Day Chocolate Raspberry Cake (500 gm),KIT064,Fathers Day Chocolate Raspberry Cake(Cf)  (500 GM) — kit,Unsalted Butter,72,gram,INGREDIENT
76,Father'S Day Chocolate Raspberry Cake (500 gm),KIT064,Fathers Day Chocolate Raspberry Cake(Cf)  (500 GM) — kit,Rich Better Cream,72,gram,INGREDIENT
76,Father'S Day Chocolate Raspberry Cake (500 gm),KIT064,Fathers Day Chocolate Raspberry Cake(Cf)  (500 GM) — kit,Vanleer Milk Compound,8,gram,INGREDIENT
76,Father'S Day Chocolate Raspberry Cake (500 gm),KIT064,Fathers Day Chocolate Raspberry Cake(Cf)  (500 GM) — kit,Sugar Icing,7.2,gram,INGREDIENT
76,Father'S Day Chocolate Raspberry Cake (500 gm),KIT064,Fathers Day Chocolate Raspberry Cake(Cf)  (500 GM) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
77,Ferrero Rocher Cake (500 gm),KIT065,Ferrero Rocher Cake(Cf) (500 GM) — kit,Ferrero Rocher T16 (QR) (Pcs),0.68,count,INGREDIENT
77,Ferrero Rocher Cake (500 gm),KIT065,Ferrero Rocher Cake(Cf) (500 GM) — kit,Hazelnuts,308,gram,INGREDIENT
77,Ferrero Rocher Cake (500 gm),KIT065,Ferrero Rocher Cake(Cf) (500 GM) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
78,Filter Coffee Verrine Cup,KIT067,Filter Coffee Mousse — kit,Filter Coffee (),120,gram,INGREDIENT
78,Filter Coffee Verrine Cup,KIT067,Filter Coffee Mousse — kit,Fresh Cream,150,ml,INGREDIENT
78,Filter Coffee Verrine Cup,KIT067,Filter Coffee Mousse — kit,Choco Coated Rice-8Mm,15,gram,INGREDIENT
78,Filter Coffee Verrine Cup,KIT067,Filter Coffee Mousse — kit,Rich Topping White Cream,127,gram,INGREDIENT
78,Filter Coffee Verrine Cup,KIT067,Filter Coffee Mousse — kit,Breen Cup (Pcs),6,count,PACKAGING
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Strawberry Compound,25.1,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Raspberry Chocolate,12,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Fresh Cream,15.3,ml,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Milk,8.53,ml,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Gel Color-Rasbhari Red (20 Ml),0.01,count,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Delecta Mousse Mix,5.77,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Vanleer Milk Compound,2.5,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Delta Cb Paillete Feuilletine,2.5,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Refined Oil,5,ml,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Unsalted Butter,2.5,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Pista,4,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Sugar Breakfast,4,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Glaze Neutral,2,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Rich Topping White Cream,23,gram,INGREDIENT
79,Flower Shaped Dessert,KIT068,Flower Shaped Dessert (DR) — kit,Tart Base with Lid (Pcs),1,count,PACKAGING
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Kiwi (Pcs),0.35,count,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Dragon Fruit (Pcs),0.12,count,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Orange,27,gram,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Green Grapes,20,gram,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Black Grapes,20,gram,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Glaze Neutral,25.35,gram,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Red Cherry (Pcs),0.05,count,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Rich Topping White Cream,87,gram,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Apple,70,gram,INGREDIENT
80,Fresh Fruit Cake (500 gm),KIT069,Fresh Fruit Cake(Cf) (500 gm) — kit,Base 1/2 kg (Pcs),1,count,PACKAGING
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Water,297,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Filter Coffee (),44,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Fresh Cream,534.6,ml,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,White Compound,220,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Semi - Sweet Compound,319,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Dark Compound,220,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Fondant-White,88,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Unsalted Butter,33,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Fondant-Black,88,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Nescafe Classic,11,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Sugar,88,gram,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Rich Topping White Cream,1.1,kg,INGREDIENT
81,Friendship day Special Cake (500 gm),KIT070,Friendship Day Special Cake(Cf)  (500 GM) — kit,Base 1/2 kg (Pcs),11,count,PACKAGING
82,Fruit Nut And Cranberry Tea Cake (300 gm),KIT071,Fruit Nut And Cranberry Tea Cake(Pc) (300 GM) — kit,Whole Wheat Premix,156,gram,INGREDIENT
82,Fruit Nut And Cranberry Tea Cake (300 gm),KIT071,Fruit Nut And Cranberry Tea Cake(Pc) (300 GM) — kit,Water,100,gram,INGREDIENT
82,Fruit Nut And Cranberry Tea Cake (300 gm),KIT071,Fruit Nut And Cranberry Tea Cake(Pc) (300 GM) — kit,Kishmish,17,gram,INGREDIENT
82,Fruit Nut And Cranberry Tea Cake (300 gm),KIT071,Fruit Nut And Cranberry Tea Cake(Pc) (300 GM) — kit,Mds Eggless Mawa Cake Premix,17,gram,INGREDIENT
